,sgID,CRISPRoff-Rep1,CRISPRoff Rep2,CRISPRoff mut Rep1,CRISPRoff mut Rep2,gene,source_A,CRISPRoff_average,mutant_average,CpG,hit_and_run_hit,mutant_hit
923,C7orf55-LUC7L2_-_139044690.23-P1P2|C7orf55-LUC7L2_-_139044686.23-P1P2,-0.11380198,-0.100842097,0.004717147,-0.017215455,C7orf55-LUC7L2,predicted,-0.107322038,-0.006249154,VERDADERO,FALSO,FALSO
11889,CUL9_+_43150310.23-P1|CUL9_+_43149948.23-P1,-0.124865199,-0.089776504,-0.026139508,-0.022284242,CUL9,empirical,-0.107320852,-0.024211875,VERDADERO,FALSO,FALSO
4408,CYP7B1_-_65711236.23-P1P2|CYP7B1_-_65711262.23-P1P2,-0.081894287,-0.132476773,-0.005657604,-0.031286484,CYP7B1,predicted,-0.10718553,-0.018472044,VERDADERO,FALSO,FALSO
6463,IPO11_-_61708830.23-P1P2|IPO11_-_61708664.23-P1P2,-0.106951427,-0.107356445,-0.016340151,0.015996085,IPO11,predicted,-0.107153936,-0.000172033,VERDADERO,FALSO,FALSO
11083,LRRC3C_+_38097812.23-ENST00000377924.4|LRRC3C_+_38097773.23-ENST00000377924.4,-0.10932647,-0.104952019,0.00846587,-0.004395834,LRRC3C,predicted,-0.107139244,0.002035018,FALSO,FALSO,FALSO
17116,CD22_+_35820536.23-P1P2|CD22_+_35820104.23-P1P2,-0.106832698,-0.107412114,-0.009189052,-0.001909057,CD22,empirical,-0.107122406,-0.005549054,FALSO,FALSO,FALSO
17180,SH3PXD2B_+_171881504.23-P1P2|SH3PXD2B_+_171881508.23-P1P2,-0.144447228,-0.069590213,0.057112036,0.026817095,SH3PXD2B,predicted,-0.10701872,0.041964565,VERDADERO,FALSO,FALSO
2342,ARL1_+_101801468.23-P1P2|ARL1_-_101801545.23-P1P2,-0.112825414,-0.101069417,-0.004408477,-0.011005975,ARL1,empirical,-0.106947415,-0.007707226,VERDADERO,FALSO,FALSO
19330,XKR7_-_30556002.23-P1P2|XKR7_+_30555961.23-P1P2,-0.076134487,-0.137610495,0.006373439,-0.007661672,XKR7,predicted,-0.106872491,-0.000644116,VERDADERO,FALSO,FALSO
11694,RPL30_+_99057726.23-P1P2|RPL30_-_99057772.23-P1P2,-0.141585978,-0.071982834,-0.221878216,-0.322428018,RPL30,gamma,-0.106784406,-0.272153117,VERDADERO,FALSO,VERDADERO
7581,CWC22_+_180871433.23-P1P2|CWC22_+_180871546.23-P1P2,-0.105490275,-0.108066958,-0.121191595,-0.134402161,CWC22,gamma,-0.106778617,-0.127796878,VERDADERO,FALSO,FALSO
19587,EPB41L4B_-_112082693.23-P1P2|EPB41L4B_-_112082708.23-P1P2,-0.138184248,-0.075347556,0.029071275,0.017584786,EPB41L4B,predicted,-0.106765902,0.023328031,VERDADERO,FALSO,FALSO
12231,CETN3_+_89705523.23-P1P2|CETN3_-_89705533.23-P1P2,-0.106460888,-0.107048987,-0.082563427,-0.109547464,CETN3,predicted,-0.106754938,-0.096055445,VERDADERO,FALSO,FALSO
7883,FERMT1_-_6103691.23-P1P2|FERMT1_+_6103645.23-P1P2,-0.110161354,-0.103278645,0.027253248,0.006670933,FERMT1,predicted,-0.106719999,0.016962091,VERDADERO,FALSO,FALSO
6092,TOR4A_-_140172370.23-P1P2|TOR4A_+_140172172.23-P1P2,-0.127523104,-0.085890095,0.006286577,-0.015451004,TOR4A,predicted,-0.1067066,-0.004582213,VERDADERO,FALSO,FALSO
5005,KCNQ2_+_62103935.23-P1P2|KCNQ2_+_62103790.23-P1P2,-0.125257344,-0.088142285,0.020733998,0.006272805,KCNQ2,predicted,-0.106699815,0.013503401,VERDADERO,FALSO,FALSO
16777,STAU1_-_47804680.23-P1P2|STAU1_-_47804828.23-P1P2,-0.090314659,-0.123066722,-0.016760043,-0.004098679,STAU1,predicted,-0.106690691,-0.010429361,VERDADERO,FALSO,FALSO
17772,CETN2_-_151998124.23-P2|CETN2_-_151998167.23-P2,-0.10330164,-0.109929046,-0.009942596,0.005105466,CETN2,predicted,-0.106615343,-0.002418565,VERDADERO,FALSO,FALSO
13138,CCDC103_+_42977124.23-P1P2|CCDC103_+_42977300.23-P1P2,-0.094385582,-0.118826492,0.026474238,0.009594864,CCDC103,predicted,-0.106606037,0.018034551,VERDADERO,FALSO,FALSO
7053,TOR1AIP1_-_179851972.23-P1P2|TOR1AIP1_+_179852239.23-P1P2,-0.079846483,-0.133199879,-0.035789201,-0.0103321,TOR1AIP1,predicted,-0.106523181,-0.02306065,VERDADERO,FALSO,FALSO
1906,PIK3R2_-_18264053.23-P1|PIK3R2_-_18263993.23-P1,-0.080874302,-0.132124017,-0.009191136,-0.009937511,PIK3R2,predicted,-0.10649916,-0.009564323,VERDADERO,FALSO,FALSO
19748,KIF18A_+_28129677.23-P1P2|KIF18A_+_28129657.23-P1P2,-0.107391922,-0.105590504,-0.082170022,-0.13604062,KIF18A,empirical,-0.106491213,-0.109105321,VERDADERO,FALSO,FALSO
11455,TGM2_-_36793663.23-P1P2|TGM2_-_36793688.23-P1P2,-0.082689946,-0.130276291,0.029434793,0.001549218,TGM2,predicted,-0.106483118,0.015492006,VERDADERO,FALSO,FALSO
15627,MZT1_-_73301757.23-P1P2|MZT1_+_73301789.23-P1P2,-0.107263135,-0.105684269,-0.223862696,-0.204779726,MZT1,gamma,-0.106473702,-0.214321211,VERDADERO,FALSO,VERDADERO
17093,C19orf70_-_5680498.23-P1P2|C19orf70_+_5680490.23-P1P2,-0.097124643,-0.115755992,-0.046520028,-0.067057395,C19orf70,empirical,-0.106440318,-0.056788711,VERDADERO,FALSO,FALSO
6969,EIF2AK1_+_6098815.23-P1P2|EIF2AK1_+_6098590.23-P1P2,-0.093795166,-0.119050882,-0.007953751,-0.019147968,EIF2AK1,predicted,-0.106423024,-0.013550859,VERDADERO,FALSO,FALSO
11859,PSMD5_+_123605153.23-P1P2|PSMD5_-_123605206.23-P1P2,-0.099450506,-0.113217884,0.02768442,0.017631469,PSMD5,predicted,-0.106334195,0.022657944,VERDADERO,FALSO,FALSO
16659,WNT10B_-_49365421.23-P1P2|WNT10B_-_49365513.23-P1P2,-0.132837968,-0.079817184,-0.004889187,-0.022494379,WNT10B,predicted,-0.106327576,-0.013691783,VERDADERO,FALSO,FALSO
18110,AGO1_-_36349067.23-P1P2|AGO1_-_36348838.23-P1P2,-0.109851004,-0.102650837,-0.022262401,-0.005248369,AGO1,empirical,-0.106250921,-0.013755385,VERDADERO,FALSO,FALSO
1086,SP3_-_174828601.23-P1P2|SP3_-_174828990.23-P1P2,-0.127523104,-0.084950442,0.034149267,-0.000820914,SP3,empirical,-0.106236773,0.016664176,VERDADERO,FALSO,FALSO
17595,PCBP4_-_52001423.23-P2|PCBP4_-_52001420.23-P2,-0.084875224,-0.127504056,0.056158425,0.031124247,PCBP4,predicted,-0.10618964,0.043641336,VERDADERO,FALSO,FALSO
19482,PPP2CA_+_133561724.23-P1P2|PPP2CA_+_133561730.23-P1P2,-0.133009918,-0.079334179,-0.128433576,-0.104787804,PPP2CA,empirical,-0.106172049,-0.11661069,VERDADERO,FALSO,FALSO
18815,CYB5B_-_69458581.23-P1P2|CYB5B_-_69458573.23-P1P2,-0.081847488,-0.13046122,-0.097247072,-0.046135071,CYB5B,empirical,-0.106154354,-0.071691071,VERDADERO,FALSO,FALSO
19537,SATL1_-_84364309.23-P1P2|SATL1_-_84364043.23-P1P2,-0.08779081,-0.1244297,0.017561673,-0.003972697,SATL1,predicted,-0.106110255,0.006794488,FALSO,FALSO,FALSO
10862,ERCC4_+_14014061.23-P1|ERCC4_-_14014048.23-P1,-0.080868472,-0.131300298,0.008408693,-0.008774255,ERCC4,predicted,-0.106084385,-0.000182781,VERDADERO,FALSO,FALSO
2172,GPR97_+_57702253.23-P1P2|GPR97_+_57702297.23-P1P2,-0.108185923,-0.103956491,0.007391478,0.001411696,GPR97,predicted,-0.106071207,0.004401587,FALSO,FALSO,FALSO
17791,SCAF11_-_46384299.23-P1P2|SCAF11_+_46383965.23-P1P2,-0.065087139,-0.146927847,0.043756605,0.00335057,SCAF11,empirical,-0.106007493,0.023553587,VERDADERO,FALSO,FALSO
19611,IDH3A_-_78441737.23-P1|IDH3A_-_78441772.23-P1,-0.116188796,-0.09571321,0.000911961,0.001617004,IDH3A,empirical,-0.105951003,0.001264483,VERDADERO,FALSO,FALSO
20224,NUTF2_-_67880898.23-P1P2|NUTF2_+_67880960.23-P1P2,-0.117891548,-0.093874717,-0.267973998,-0.21070645,NUTF2,empirical,-0.105883132,-0.239340224,VERDADERO,FALSO,VERDADERO
11541,SCARB1_+_125347917.23-P1P2|SCARB1_-_125348396.23-P1P2,-0.097335802,-0.11425829,0.003822723,-0.037115106,SCARB1,empirical,-0.105797046,-0.016646192,VERDADERO,FALSO,FALSO
5471,RAB1A_-_65356816.23-P1P2|RAB1A_+_65357077.23-P1P2,-0.121495989,-0.090010604,0.01461824,0.015210947,RAB1A,empirical,-0.105753296,0.014914593,VERDADERO,FALSO,FALSO
15022,NFATC2IP_+_28962358.23-P1P2|NFATC2IP_-_28962372.23-P1P2,-0.117284852,-0.09401898,-0.000697628,-0.050076359,NFATC2IP,predicted,-0.105651916,-0.025386994,VERDADERO,FALSO,FALSO
2614,XXYLT1_+_194991832.23-P1P2|XXYLT1_-_194991839.23-P1P2,-0.109792385,-0.101472952,-0.011922203,0.005942345,XXYLT1,predicted,-0.105632668,-0.002989929,VERDADERO,FALSO,FALSO
14771,GMFB_+_54955673.23-P1P2|GMFB_+_54955714.23-P1P2,-0.080354506,-0.130891731,-0.0187572,-0.046399215,GMFB,predicted,-0.105623119,-0.032578207,VERDADERO,FALSO,FALSO
9335,OXTR_-_8811262.23-P1P2|OXTR_+_8811249.23-P1P2,-0.078164427,-0.132938538,-0.00768706,-0.011202441,OXTR,predicted,-0.105551483,-0.00944475,VERDADERO,FALSO,FALSO
10473,KRTCAP3_+_27665335.23-P1P2|KRTCAP3_+_27665357.23-P1P2,-0.069240609,-0.141860687,-0.024344665,-0.014135696,KRTCAP3,predicted,-0.105550648,-0.019240181,VERDADERO,FALSO,FALSO
7690,WDYHV1_+_124429031.23-P1P2|WDYHV1_+_124429043.23-P1P2,-0.137318364,-0.073780599,-0.005811095,-0.007720941,WDYHV1,predicted,-0.105549481,-0.006766018,VERDADERO,FALSO,FALSO
8171,IK_-_140027683.23-P1|IK_-_140027453.23-P1,-0.129657993,-0.081432573,-0.181846576,-0.238476282,IK,gamma,-0.105545283,-0.210161429,VERDADERO,FALSO,VERDADERO
1809,VAMP1_-_6579820.23-P1P2|VAMP1_-_6579770.23-P1P2,-0.101691223,-0.10939775,-0.004128336,-0.003754492,VAMP1,predicted,-0.105544486,-0.003941414,VERDADERO,FALSO,FALSO
20225,ARPC5L_-_127624450.23-P2|ARPC5L_+_127624418.23-P2,-0.119213223,-0.09183839,0.004466504,0.025951057,ARPC5L,predicted,-0.105525807,0.015208781,VERDADERO,FALSO,FALSO
19984,SDK2_+_71640157.23-P1P2|SDK2_+_71640544.23-P1P2,-0.054978109,-0.155986768,-0.088294514,-0.0164508,SDK2,empirical,-0.105482438,-0.052372657,VERDADERO,FALSO,FALSO
12209,ARL16_+_79650729.23-P1P2|ARL16_+_79650784.23-P1P2,-0.120527367,-0.090431189,0.010463921,0.004094539,ARL16,predicted,-0.105479278,0.00727923,VERDADERO,FALSO,FALSO
10394,PLS3_-_114795571.23-P1P2|PLS3_+_114795566.23-P1P2,-0.104967,-0.105935431,-0.004783291,-0.004676705,PLS3,predicted,-0.105451215,-0.004729998,VERDADERO,FALSO,FALSO
1342,RAMP2_-_40913297.23-P1P2|RAMP2_-_40913235.23-P1P2,-0.088646893,-0.12219407,-0.038082755,-0.046803476,RAMP2,predicted,-0.105420482,-0.042443116,VERDADERO,FALSO,FALSO
9074,RAB24_-_176730497.23-P1P2|RAB24_+_176730650.23-P1P2,-0.099270222,-0.111568553,0.009512883,-0.016882155,RAB24,predicted,-0.105419388,-0.003684636,VERDADERO,FALSO,FALSO
10604,PTGER4_+_40681087.23-P2|PTGER4_+_40681123.23-P2,-0.101884552,-0.1089437,-0.006309473,-0.007017116,PTGER4,predicted,-0.105414126,-0.006663294,VERDADERO,FALSO,FALSO
16450,SNX19_-_130786139.23-P1P2|SNX19_+_130786295.23-P1P2,-0.079236382,-0.131504964,0.015822484,0.009752404,SNX19,predicted,-0.105370673,0.012787444,VERDADERO,FALSO,FALSO
13407,non-targeting_00004|non-targeting_02813,-0.12970936,-0.08096494,-0.016702467,-0.006526784,non-targeting,negative_control,-0.10533715,-0.011614626,FALSO,FALSO,FALSO
19879,NADSYN1_+_71164275.23-P1P2|NADSYN1_+_71164322.23-P1P2,-0.121821066,-0.088822318,-0.073227248,-0.060305666,NADSYN1,empirical,-0.105321692,-0.066766457,VERDADERO,FALSO,FALSO
15287,ESX1_+_103499372.23-P1P2|ESX1_-_103499624.23-P1P2,-0.082903008,-0.127636428,-0.030933434,-0.010734908,ESX1,predicted,-0.105269718,-0.020834171,VERDADERO,FALSO,FALSO
5095,TMEM41B_-_9336095.23-P1P2|TMEM41B_+_9336110.23-P1P2,-0.108578996,-0.101918113,0.002638667,-0.031921071,TMEM41B,empirical,-0.105248555,-0.014641202,VERDADERO,FALSO,FALSO
7180,DDX6_+_118661671.23-P1P2|DDX6_+_118661817.23-P1P2,-0.124362472,-0.085886944,-0.054997122,-0.02828461,DDX6,empirical,-0.105124708,-0.041640866,VERDADERO,FALSO,FALSO
13140,OR1L1_+_125424032.23-ENST00000309623.1|OR1L1_+_125424019.23-ENST00000309623.1,-0.11100392,-0.0992072,-0.029136098,0.02569679,OR1L1,predicted,-0.10510556,-0.001719654,FALSO,FALSO,FALSO
6885,SIAH3_+_46425841.23-P1P2|SIAH3_-_46425833.23-P1P2,-0.117545663,-0.09265041,0.000353856,-0.001468222,SIAH3,predicted,-0.105098037,-0.000557183,FALSO,FALSO,FALSO
13931,INHBA_+_41742612.23-P1P2|INHBA_+_41742621.23-P1P2,-0.078774603,-0.131341164,-0.019538836,0.023289333,INHBA,predicted,-0.105057884,0.001875249,FALSO,FALSO,FALSO
15129,non-targeting_03618|non-targeting_00387,-0.115501107,-0.094516819,0.004935219,0.009210807,non-targeting,negative_control,-0.105008963,0.007073013,FALSO,FALSO,FALSO
18882,TBCK_+_107237176.23-P1P2|TBCK_+_107237361.23-P1P2,-0.111790653,-0.097979275,-0.020305655,-0.002674326,TBCK,predicted,-0.104884964,-0.01148999,FALSO,FALSO,FALSO
331,C22orf39_+_19435207.23-P1P2|C22orf39_-_19435159.23-P1P2,-0.115641544,-0.09380591,0.003092167,-0.011979542,C22orf39,predicted,-0.104723727,-0.004443688,VERDADERO,FALSO,FALSO
9766,RABEP2_+_28936477.23-P1P2|RABEP2_+_28936533.23-P1P2,-0.109519085,-0.099892288,0.011421888,-0.012738654,RABEP2,predicted,-0.104705687,-0.000658383,VERDADERO,FALSO,FALSO
9127,CDC16_+_115000554.23-P1P2|CDC16_-_115000772.23-P1P2,-0.131506458,-0.077885054,-0.305332296,-0.315328458,CDC16,gamma,-0.104695756,-0.310330377,VERDADERO,FALSO,VERDADERO
15118,RPL35A_-_197677284.23-P1P2|RPL35A_+_197677288.23-P1P2,-0.079552777,-0.129712882,-0.204751375,-0.194382737,RPL35A,gamma,-0.104632829,-0.199567056,FALSO,FALSO,FALSO
6371,UBE2F_+_238875668.23-P1P2|UBE2F_-_238875726.23-P1P2,-0.124635964,-0.084423189,0.006669003,0.001192245,UBE2F,empirical,-0.104529577,0.003930624,VERDADERO,FALSO,FALSO
20435,SMG5_+_156252585.23-P1P2|SMG5_-_156252584.23-P1P2,-0.10932647,-0.099717797,0.004151052,0.029894075,SMG5,empirical,-0.104522133,0.017022563,FALSO,FALSO,FALSO
7993,THOC6_-_3074083.23-P1P2|THOC6_-_3074073.23-P1P2,-0.08529112,-0.123740116,-0.004153635,-0.029892502,THOC6,empirical,-0.104515618,-0.017023069,VERDADERO,FALSO,FALSO
13530,FAM133B_+_92219692.23-P1P2|FAM133B_-_92219443.23-P1P2,-0.127523104,-0.081448253,-0.020504023,-0.015672384,FAM133B,predicted,-0.104485678,-0.018088203,VERDADERO,FALSO,FALSO
4683,FLT1_+_29069049.23-P1P2|FLT1_+_29069247.23-P1P2,-0.090073118,-0.118894647,-0.004338324,0.00917184,FLT1,predicted,-0.104483882,0.002416758,VERDADERO,FALSO,FALSO
18975,ATP2C1_+_130613389.23-P1P2|ATP2C1_+_130613095.23-P1P2,-0.108394095,-0.100551041,-0.072400025,-0.102869534,ATP2C1,empirical,-0.104472568,-0.08763478,VERDADERO,FALSO,FALSO
10471,STX7_+_132833841.23-P1P2|STX7_+_132834187.23-P1P2,-0.084001355,-0.124899831,-0.039459266,-0.017382168,STX7,empirical,-0.104450593,-0.028420717,VERDADERO,FALSO,FALSO
20655,PSMA6_-_35761832.23-P1P2|PSMA6_+_35761796.23-P1P2,-0.218264733,0.009406655,-0.017081568,-0.084634221,PSMA6,empirical,-0.104429039,-0.050857895,VERDADERO,FALSO,FALSO
519,PDZD11_-_69509715.23-P1P2|PDZD11_+_69509804.23-P1P2,-0.10080875,-0.107944567,-0.033131662,-0.067537572,PDZD11,empirical,-0.104376659,-0.050334617,VERDADERO,FALSO,FALSO
17097,ZCCHC3_-_278240.23-P1P2|ZCCHC3_-_278267.23-P1P2,-0.091245558,-0.117495992,-0.03091054,-0.008992805,ZCCHC3,predicted,-0.104370775,-0.019951672,VERDADERO,FALSO,FALSO
15751,C16orf87_+_46865064.23-P1P2|C16orf87_-_46865023.23-P1P2,-0.086771872,-0.121887753,-0.029822991,0.021389122,C16orf87,predicted,-0.104329813,-0.004216934,VERDADERO,FALSO,FALSO
19361,GPX5_+_28493823.23-P1P2|GPX5_+_28493918.23-P1P2,-0.119936165,-0.088696266,-0.076801845,-0.011736768,GPX5,predicted,-0.104316215,-0.044269306,FALSO,FALSO,FALSO
20593,ZAK_-_173940598.23-P1P2|ZAK_-_173940595.23-P1P2,-0.121154933,-0.087463846,0.045361945,0.039350194,ZAK,predicted,-0.104309389,0.04235607,VERDADERO,FALSO,FALSO
17120,ZNF84_-_133614119.23-P1P2|ZNF84_-_133614091.23-P1P2,-0.089969506,-0.118604937,-0.127205005,-0.114054364,ZNF84,empirical,-0.104287221,-0.120629685,VERDADERO,FALSO,FALSO
19920,RIPK2_+_90770141.23-P1P2|RIPK2_+_90770127.23-P1P2,-0.108824282,-0.099684316,-0.083880909,-0.085670912,RIPK2,predicted,-0.104254299,-0.08477591,VERDADERO,FALSO,FALSO
19849,SLC16A5_-_73084264.23-P1P2|SLC16A5_+_73084285.23-P1P2,-0.126090744,-0.082231407,-0.010708522,-0.046614067,SLC16A5,empirical,-0.104161076,-0.028661295,VERDADERO,FALSO,FALSO
8871,C1orf106_-_200860733.23-P2|C1orf106_-_200860872.23-P2,-0.088922636,-0.119317681,0.022949341,0.012438616,C1orf106,predicted,-0.104120159,0.017693979,VERDADERO,FALSO,FALSO
3314,MUT_-_49430970.23-P1P2|MUT_-_49430450.23-P1P2,-0.094008808,-0.114064558,0.008073501,-0.006088258,MUT,empirical,-0.104036683,0.000992621,VERDADERO,FALSO,FALSO
2034,GCLM_-_94374826.23-P1P2|GCLM_-_94374989.23-P1P2,-0.109238332,-0.098820073,0.020568282,0.013153868,GCLM,predicted,-0.104029202,0.016861075,VERDADERO,FALSO,FALSO
15606,PATE3_-_125658040.23-P1P2|PATE3_-_125658150.23-P1P2,-0.128176513,-0.079685647,-0.020758109,-0.037545617,PATE3,predicted,-0.10393108,-0.029151863,FALSO,FALSO,FALSO
19927,ZIC4_-_147110083.23-P1|ZIC4_+_147110067.23-P1,-0.106618742,-0.101207442,-0.053709935,-0.037137319,ZIC4,predicted,-0.103913092,-0.045423627,VERDADERO,FALSO,FALSO
3475,HAPLN3_-_89438728.23-P1|HAPLN3_-_89438751.23-P1,-0.108346582,-0.099438438,0.017609022,0.016805312,HAPLN3,predicted,-0.10389251,0.017207167,VERDADERO,FALSO,FALSO
3739,ALDH8A1_+_135271208.23-P1P2|ALDH8A1_-_135271197.23-P1P2,-0.08994772,-0.117741265,0.001457511,-0.010734908,ALDH8A1,predicted,-0.103844493,-0.004638699,FALSO,FALSO,FALSO
12093,USP13_+_179370918.23-P1P2|USP13_+_179370884.23-P1P2,-0.106525683,-0.10113735,-0.00987525,-0.000409007,USP13,predicted,-0.103831517,-0.005142128,VERDADERO,FALSO,FALSO
11807,VAT1L_+_77822498.23-P1P2|VAT1L_+_77822932.23-P1P2,-0.113852862,-0.093692802,0.044767825,0.025251551,VAT1L,empirical,-0.103772832,0.035009688,VERDADERO,FALSO,FALSO
10915,PRMT7_-_68344998.23-P1P2|PRMT7_-_68344965.23-P1P2,-0.092325137,-0.115186283,0.044929723,0.024184576,PRMT7,empirical,-0.10375571,0.034557149,VERDADERO,FALSO,FALSO
15091,ITFG1_-_47494910.23-P1P2|ITFG1_-_47494935.23-P1P2,-0.078420331,-0.128972777,0.003560433,0.01927221,ITFG1,predicted,-0.103696554,0.011416322,VERDADERO,FALSO,FALSO
14856,RBM12B_+_94753221.23-P1P2|RBM12B_+_94753197.23-P1P2,-0.090162048,-0.117221517,0.002917455,-0.028216534,RBM12B,empirical,-0.103691782,-0.012649539,VERDADERO,FALSO,FALSO
18502,TPR_-_186344344.23-P1P2|TPR_-_186344310.23-P1P2,-0.069259396,-0.138010381,0.00404157,0.009777073,TPR,empirical,-0.103634888,0.006909322,VERDADERO,FALSO,FALSO
12171,INSR_-_7294350.23-P1P2|INSR_-_7294287.23-P1P2,-0.105351086,-0.10185567,0.019331807,0.019171546,INSR,predicted,-0.103603378,0.019251676,VERDADERO,FALSO,FALSO
16229,MYBPC2_+_50936145.23-P1P2|MYBPC2_+_50936153.23-P1P2,-0.066503231,-0.140686247,-0.034215741,0.003597907,MYBPC2,predicted,-0.103594739,-0.015308917,VERDADERO,FALSO,FALSO
21214,PSD2_-_139175446.23-P1P2|PSD2_+_139175419.23-P1P2,-0.078605651,-0.128327485,0.048910967,-0.13604062,PSD2,predicted,-0.103466568,-0.043564827,VERDADERO,FALSO,FALSO
14427,RAB40C_-_640129.23-P1P2|RAB40C_-_640097.23-P1P2,-0.078518044,-0.128327485,0.003422461,0.013241833,RAB40C,predicted,-0.103422765,0.008332147,VERDADERO,FALSO,FALSO
20113,HIC2_-_21771859.23-P1|HIC2_-_21771708.23-P1,-0.05874439,-0.148084397,-0.010311371,0.00747413,HIC2,empirical,-0.103414393,-0.00141862,VERDADERO,FALSO,FALSO
19374,IGBP1_-_69353829.23-P1P2|IGBP1_-_69353474.23-P1P2,-0.100146028,-0.106677033,-0.231685855,-0.149959732,IGBP1,empirical,-0.10341153,-0.190822793,VERDADERO,FALSO,FALSO
17891,CSF3R_+_36948385.23-P1P2|CSF3R_+_36948530.23-P1P2,-0.095631406,-0.111015309,0.015147379,0.020789946,CSF3R,predicted,-0.103323357,0.017968662,FALSO,FALSO,FALSO
6734,ACO1_+_32384680.23-P1P2|ACO1_-_32384733.23-P1P2,-0.121060559,-0.085466117,0.001873675,0.014019507,ACO1,predicted,-0.103263338,0.007946591,VERDADERO,FALSO,FALSO
2365,WRAP53_-_7591780.23-P1P2|WRAP53_+_7591817.23-P1P2,-0.08899788,-0.117408472,0.002291438,-0.016989455,WRAP53,empirical,-0.103203176,-0.007349008,VERDADERO,FALSO,FALSO
11130,DGCR8_+_20067792.23-P1P2|DGCR8_-_20067802.23-P1P2,-0.105275793,-0.101116451,0.00426755,-0.00778116,DGCR8,predicted,-0.103196122,-0.001756805,VERDADERO,FALSO,FALSO
12526,RYR3_-_33603208.23-P1P2|RYR3_-_33603223.23-P1P2,-0.097833569,-0.108524464,-0.033551755,-0.019772944,RYR3,predicted,-0.103179016,-0.026662349,VERDADERO,FALSO,FALSO
3223,SLC5A2_-_31499293.23-P2|SLC5A2_-_31499281.23-P2,-0.129158479,-0.07708086,-0.034964837,-0.003308913,SLC5A2,predicted,-0.10311967,-0.019136875,VERDADERO,FALSO,FALSO
7515,NUDT4_-_93772058.23-P1P2|NUDT4_-_93772438.23-P1P2,-0.094907745,-0.111208646,0.024247122,-0.008762471,NUDT4,predicted,-0.103058195,0.007742325,VERDADERO,FALSO,FALSO
9499,RIMKLA_+_42846537.23-P1P2|RIMKLA_-_42846492.23-P1P2,-0.103371027,-0.102634968,0.002596086,-0.005559844,RIMKLA,predicted,-0.103002997,-0.001481879,VERDADERO,FALSO,FALSO
8205,PSMA1_-_14541640.23-P1P2|PSMA1_+_14541841.23-P1P2,-0.111568792,-0.094294187,-0.27348572,-0.232841846,PSMA1,gamma,-0.102931489,-0.253163783,VERDADERO,FALSO,VERDADERO
11787,PRSS48_-_152198393.23-ENST00000455694.2|PRSS48_-_152198388.23-ENST00000455694.2,-0.094348813,-0.111509151,0.003252142,0.029079248,PRSS48,predicted,-0.102928982,0.016165695,FALSO,FALSO,FALSO
7706,non-targeting_03667|non-targeting_01139,-0.087099741,-0.118733056,-0.032982717,-0.009845935,non-targeting,negative_control,-0.102916399,-0.021414326,FALSO,FALSO,FALSO
17090,TAB2_-_149639465.23-P1P2|TAB2_-_149639613.23-P1P2,-0.079801135,-0.126025733,-0.023602498,-0.057409216,TAB2,predicted,-0.102913434,-0.040505857,VERDADERO,FALSO,FALSO
20015,HTR3C_+_183770899.23-P1P2|HTR3C_+_183770842.23-P1P2,-0.069222826,-0.136587212,0.022724186,0.042185895,HTR3C,predicted,-0.102905019,0.032455041,FALSO,FALSO,FALSO
15063,ZFP36L1_+_69259726.23-P1|ZFP36L1_-_69259739.23-P1,-0.114550385,-0.091235364,-0.011022054,-0.063033094,ZFP36L1,predicted,-0.102892874,-0.037027574,VERDADERO,FALSO,FALSO
4356,SYNJ1_+_34100207.23-P1P2|SYNJ1_-_34100169.23-P1P2,-0.096151314,-0.109582053,-0.018482416,-0.044981678,SYNJ1,predicted,-0.102866684,-0.031732047,VERDADERO,FALSO,FALSO
17607,SNAPIN_+_153631238.23-P1P2|SNAPIN_-_153631252.23-P1P2,-0.073048924,-0.132564253,0.003638509,-0.00679362,SNAPIN,predicted,-0.102806589,-0.001577556,VERDADERO,FALSO,FALSO
14052,WBP11_-_14956200.23-P1|WBP11_+_14956452.23-P1,-0.117613391,-0.08795077,-0.185361615,-0.250949583,WBP11,gamma,-0.10278208,-0.218155599,VERDADERO,FALSO,VERDADERO
14482,CSTF2_-_100075438.23-P1P2|CSTF2_+_100075428.23-P1P2,-0.078336173,-0.127050986,0.00691802,-0.016786923,CSTF2,empirical,-0.102693579,-0.004934451,VERDADERO,FALSO,FALSO
2750,NEURL2_-_44519869.23-P1P2|NEURL2_+_44519885.23-P1P2,-0.116334252,-0.088953593,0.000788748,-0.007814799,NEURL2,predicted,-0.102643923,-0.003513026,VERDADERO,FALSO,FALSO
16071,TOX3_+_52581015.23-P1P2|TOX3_+_52581018.23-P1P2,-0.103060677,-0.102182809,0.001770698,0.007773458,TOX3,predicted,-0.102621743,0.004772078,VERDADERO,FALSO,FALSO
20117,DTL_-_212209126.23-P1P2|DTL_-_212209129.23-P1P2,-0.083576505,-0.121366252,-0.142372504,-0.14878517,DTL,empirical,-0.102471379,-0.145578837,VERDADERO,FALSO,FALSO
12806,ARFRP1_-_62338974.23-P1P2|ARFRP1_+_62339198.23-P1P2,-0.109198885,-0.09571321,-0.006209179,0.006770813,ARFRP1,predicted,-0.102456047,0.000280817,VERDADERO,FALSO,FALSO
9858,CLDN23_+_8559498.23-P1P2|CLDN23_-_8559843.23-P1P2,-0.081847488,-0.122879963,-0.027539826,0.009256022,CLDN23,predicted,-0.102363725,-0.009141902,VERDADERO,FALSO,FALSO
