,sgID,CRISPRoff-Rep1,CRISPRoff Rep2,CRISPRoff mut Rep1,CRISPRoff mut Rep2,gene,source_A,CRISPRoff_average,mutant_average,CpG,hit_and_run_hit,mutant_hit
3590,PNMAL1_-_46974705.23-P1P2|PNMAL1_+_46974757.23-P1P2,-0.01324586,-0.00240088,-0.005560142,0.008459413,PNMAL1,predicted,-0.00782337,0.001449636,VERDADERO,FALSO,FALSO
15014,non-targeting_03272|non-targeting_02190,0.009490521,-0.025132354,0.030377577,0.02297352,non-targeting,negative_control,-0.007820916,0.026675548,FALSO,FALSO,FALSO
15777,LCP2_+_169724751.23-P1P2|LCP2_+_169724739.23-P1P2,-0.024071109,0.008434096,-0.00245411,0.006188742,LCP2,predicted,-0.007818506,0.001867316,FALSO,FALSO,FALSO
4852,HMGN1_-_40720996.23-P1P2|HMGN1_-_40720508.23-P1P2,0.005901347,-0.021529854,0.00673701,0.00088509,HMGN1,predicted,-0.007814253,0.00381105,VERDADERO,FALSO,FALSO
10504,LIPH_-_185270369.23-P1P2|LIPH_-_185270374.23-P1P2,-0.008166221,-0.007442077,0.023157046,0.015102808,LIPH,predicted,-0.007804149,0.019129927,FALSO,FALSO,FALSO
2036,GALNT8_-_4829693.23-ENST00000252318.2|GALNT8_+_4829684.23-ENST00000252318.2,-0.019587873,0.003988064,0.02142578,-0.026619884,GALNT8,predicted,-0.007799904,-0.002597052,FALSO,FALSO,FALSO
8151,PRSS36_-_31161375.23-P1P2|PRSS36_-_31161372.23-P1P2,-0.009204131,-0.006387276,-0.012603355,-0.021296544,PRSS36,predicted,-0.007795704,-0.01694995,VERDADERO,FALSO,FALSO
18555,PCDH17_+_58205969.23-P1P2|PCDH17_+_58206172.23-P1P2,-0.03410052,0.018514873,-0.008646208,-0.032146232,PCDH17,predicted,-0.007792824,-0.02039622,VERDADERO,FALSO,FALSO
7067,CASC1_-_25347879.23-P1P2|CASC1_+_25347814.23-P1P2,0.017690818,-0.033272007,0.030430962,-0.01310504,CASC1,predicted,-0.007790594,0.008662961,VERDADERO,FALSO,FALSO
3889,BCL2L10_-_52404713.23-P1P2|BCL2L10_-_52404704.23-P1P2,-0.017479089,0.001904393,0.029049468,-0.017081129,BCL2L10,predicted,-0.007787348,0.00598417,VERDADERO,FALSO,FALSO
4449,MYL1_+_211168331.23-P1P2|MYL1_+_211168264.23-P1P2,-0.001156044,-0.014416355,-0.011473255,-0.016621895,MYL1,predicted,-0.0077862,-0.014047575,FALSO,FALSO,FALSO
11475,C8orf76_+_124253557.23-P1P2|C8orf76_+_124253574.23-P1P2,-0.010657503,-0.004914636,0.013355253,-0.010734908,C8orf76,predicted,-0.00778607,0.001310172,VERDADERO,FALSO,FALSO
13954,EXT2_-_44117421.23-P1P2|EXT2_+_44117270.23-P1P2,0.012783566,-0.028353081,0.04147715,0.022900673,EXT2,predicted,-0.007784757,0.032188912,VERDADERO,FALSO,FALSO
14332,WDR16_-_9480045.23-P1P2|WDR16_+_9480002.23-P1P2,-0.016065029,0.000504712,-0.006453833,-0.027501171,WDR16,predicted,-0.007780159,-0.016977502,VERDADERO,FALSO,FALSO
17096,HNF4G_-_76452161.23-P2|HNF4G_-_76452390.23-P2,-0.006099701,-0.009442889,-0.006233343,-0.036290991,HNF4G,predicted,-0.007771295,-0.021262167,VERDADERO,FALSO,FALSO
937,RBAK_+_5085480.23-P1|RBAK_+_5085720.23-P1,-0.013284472,-0.002252959,0.011151491,0.015462799,RBAK,predicted,-0.007768716,0.013307145,VERDADERO,FALSO,FALSO
4872,SLC8A1_-_40679162.23-P1|SLC8A1_-_40679182.23-P1,0.009363485,-0.024894891,0.015354762,0.020904816,SLC8A1,predicted,-0.007765703,0.018129789,VERDADERO,FALSO,FALSO
10688,TMEM35_+_100333912.23-P1P2|TMEM35_+_100333903.23-P1P2,-0.00846629,-0.007056649,-0.008646208,0.003496913,TMEM35,predicted,-0.00776147,-0.002574648,FALSO,FALSO,FALSO
1229,UGT1A8_+_234668959.23-P1P2|UGT1A8_-_234668916.23-P1P2,-0.02957912,0.014060423,-0.015640404,-0.008388275,UGT1A8,predicted,-0.007759348,-0.012014339,FALSO,FALSO,FALSO
13312,IGFBP1_+_45928141.23-P1P2|IGFBP1_+_45928167.23-P1P2,0.015680144,-0.031186021,0.028703282,0.008699795,IGFBP1,predicted,-0.007752938,0.018701539,VERDADERO,FALSO,FALSO
6406,non-targeting_01399|non-targeting_01427,-0.014597078,-0.000901011,0.013303821,0.026239927,non-targeting,negative_control,-0.007749044,0.019771874,FALSO,FALSO,FALSO
189,PLA2G4B_+_42120320.23-P1|PLA2G4B_+_42120527.23-P1,-0.004711823,-0.01077657,-0.018900012,-0.029238012,PLA2G4B,predicted,-0.007744196,-0.024069012,VERDADERO,FALSO,FALSO
16293,C1orf61_-_156391510.23-P2|C1orf61_-_156391507.23-P2,-0.023607516,0.008128142,0.042905998,0.038683576,C1orf61,predicted,-0.007739687,0.040794787,VERDADERO,FALSO,FALSO
12264,CCDC172_+_118083970.23-P1P2|CCDC172_-_118084197.23-P1P2,-0.021385754,0.005907731,0.010094225,0.003782841,CCDC172,predicted,-0.007739012,0.006938533,FALSO,FALSO,FALSO
14995,C11orf94_-_45928736.23-P1P2|C11orf94_+_45928792.23-P1P2,-0.011368511,-0.004105283,-0.013173582,0.008430596,C11orf94,predicted,-0.007736897,-0.002371493,FALSO,FALSO,FALSO
14723,MBOAT2_-_9143815.23-P1P2|MBOAT2_-_9143810.23-P1P2,-0.034576268,0.019104887,0.021939633,0.002801177,MBOAT2,predicted,-0.007735691,0.012370405,VERDADERO,FALSO,FALSO
18691,ZNF28_-_53324762.23-P1P2|ZNF28_-_53324741.23-P1P2,-0.033844338,0.018382997,-0.026005637,0.022244781,ZNF28,predicted,-0.007730671,-0.001880428,FALSO,FALSO,FALSO
13811,ITGB8_-_20370383.23-P1P2|ITGB8_+_20370405.23-P1P2,-0.018007947,0.002549528,0.001327143,-0.010302828,ITGB8,predicted,-0.007729209,-0.004487843,VERDADERO,FALSO,FALSO
9857,MICU1_+_74385812.23-P1P2|MICU1_+_74385791.23-P1P2,0.00476132,-0.020219008,-0.015770816,0.021643978,MICU1,predicted,-0.007728844,0.002936581,VERDADERO,FALSO,FALSO
11963,MAPKAPK3_+_50654665.23-P1P2|MAPKAPK3_-_50654605.23-P1P2,-0.000426163,-0.015027115,0.011031446,0.020340993,MAPKAPK3,predicted,-0.007726639,0.01568622,VERDADERO,FALSO,FALSO
4617,ZNF284_+_44576342.23-ENST00000421176.3|ZNF284_-_44576326.23-ENST00000421176.3,-0.026751062,0.011299359,-0.027447517,-0.009676168,ZNF284,predicted,-0.007725851,-0.018561842,VERDADERO,FALSO,FALSO
11799,TDGF1_-_46619550.23-P1P2|TDGF1_-_46619494.23-P1P2,-0.030890368,0.015453083,0.037083968,0.015602821,TDGF1,predicted,-0.007718643,0.026343394,VERDADERO,FALSO,FALSO
1486,SYNPO_-_150004310.23-P1|SYNPO_-_150004307.23-P1,-0.015445431,9.63564E-06,0.002555121,0.015557926,SYNPO,predicted,-0.007717898,0.009056524,VERDADERO,FALSO,FALSO
14642,KIF6_+_39693147.23-P1P2|KIF6_+_39693151.23-P1P2,-0.015165732,-0.000261782,0.028679385,-0.007234634,KIF6,predicted,-0.007713757,0.010722375,VERDADERO,FALSO,FALSO
20065,MFSD7_-_682921.23-P1P2|MFSD7_+_682928.23-P1P2,-0.017468122,0.002045404,-0.028720082,0.004308069,MFSD7,predicted,-0.007711359,-0.012206006,VERDADERO,FALSO,FALSO
4347,CGB2_-_49535595.23-ENST00000359342.6|CGB2_-_49535669.23-ENST00000359342.6,-0.003245888,-0.012175512,-0.019460074,-0.016124895,CGB2,predicted,-0.0077107,-0.017792485,FALSO,FALSO,FALSO
9582,SH2D4A_+_19171261.23-P1P2|SH2D4A_+_19171225.23-P1P2,0.009676308,-0.025088783,0.027422513,0.00734461,SH2D4A,predicted,-0.007706238,0.017383562,VERDADERO,FALSO,FALSO
12550,HSD11B1L_-_5681060.23-P1P2|HSD11B1L_-_5681056.23-P1P2,0.027134591,-0.042534484,-0.000684114,-0.002548807,HSD11B1L,predicted,-0.007699946,-0.001616461,VERDADERO,FALSO,FALSO
3534,ARHGAP31_+_119013334.23-P1P2|ARHGAP31_-_119013294.23-P1P2,-0.020521736,0.005124829,-0.022208989,0.007446224,ARHGAP31,predicted,-0.007698454,-0.007381382,VERDADERO,FALSO,FALSO
18212,AAK1_-_69870791.23-P1P2|AAK1_-_69870794.23-P1P2,-0.016328251,0.000949232,-0.0271077,-0.032102506,AAK1,predicted,-0.007689509,-0.029605103,VERDADERO,FALSO,FALSO
5404,H1FOO_-_129267206.23-P1P2|H1FOO_-_129267249.23-P1P2,-0.011749794,-0.003627634,-0.020360353,-0.031155397,H1FOO,predicted,-0.007688714,-0.025757875,FALSO,FALSO,FALSO
17352,SLC25A44_-_156163920.23-P1P2|SLC25A44_-_156163933.23-P1P2,0.007486177,-0.022853958,0.016781442,0.002828321,SLC25A44,predicted,-0.007683891,0.009804881,VERDADERO,FALSO,FALSO
6471,C5orf20_+_134783025.23-ENST00000503143.2|C5orf20_+_134782957.23-ENST00000503143.2,-0.011028995,-0.004318241,0.000198044,-0.027280111,C5orf20,predicted,-0.007673618,-0.013541034,FALSO,FALSO,FALSO
8588,NPAS3_-_33403913.23-P1P2|NPAS3_-_33404187.23-P1P2,-0.007000638,-0.00831583,0.025313274,-0.004284878,NPAS3,predicted,-0.007658234,0.010514198,VERDADERO,FALSO,FALSO
8165,SLC26A11_-_78194258.23-P1P2|SLC26A11_-_78194246.23-P1P2,-0.018221735,0.002914104,-0.025609866,-0.023842425,SLC26A11,predicted,-0.007653816,-0.024726146,VERDADERO,FALSO,FALSO
9058,MS4A8_-_60467333.23-P1P2|MS4A8_-_60467340.23-P1P2,0.00993536,-0.025230402,-0.022876392,-0.002750117,MS4A8,predicted,-0.007647521,-0.012813254,FALSO,FALSO,FALSO
13755,ZSCAN5B_-_56704354.23-ENST00000358992.3|ZSCAN5B_+_56704292.23-ENST00000358992.3,-0.02088158,0.005595982,0.01522141,0.012416327,ZSCAN5B,predicted,-0.007642799,0.013818868,VERDADERO,FALSO,FALSO
14053,GCNT2_-_10528737.23-P1|GCNT2_+_10528785.23-P1,-0.012894551,-0.002372689,-0.009589424,0.006821631,GCNT2,predicted,-0.00763362,-0.001383897,FALSO,FALSO,FALSO
15968,SLC8B1_-_113797236.23-P2|SLC8B1_-_113797211.23-P2,-0.026022322,0.010765182,-0.004139371,0.001668139,SLC8B1,predicted,-0.00762857,-0.001235616,VERDADERO,FALSO,FALSO
2837,MKRN3_+_23810851.23-P1P2|MKRN3_+_23810838.23-P1P2,-0.025524191,0.010269759,0.001940957,-0.000837804,MKRN3,predicted,-0.007627216,0.000551576,FALSO,FALSO,FALSO
10942,"ZNF587_-_58361252.23-ENST00000339656.5,ENST00000423137.1|ZNF587_+_58361676.23-ENST00000339656.5,ENST00000423137.1",-0.000580306,-0.014672923,0.005634977,-0.005902136,ZNF587,predicted,-0.007626614,-0.000133579,VERDADERO,FALSO,FALSO
19211,MYL4_+_45286794.23-P1P2|MYL4_-_45286791.23-P1P2,-0.019293872,0.004049319,-0.107040849,-0.021259579,MYL4,predicted,-0.007622276,-0.064150214,FALSO,FALSO,FALSO
10999,ALMS1_+_73612991.23-P1P2|ALMS1_-_73612999.23-P1P2,-0.00796583,-0.007271948,-0.036276319,0.00526747,ALMS1,predicted,-0.007618889,-0.015504425,VERDADERO,FALSO,FALSO
6076,UMOD_-_20364024.23-P1|UMOD_-_20363979.23-P1,0.001451893,-0.016688564,-0.030357916,-0.025178722,UMOD,predicted,-0.007618335,-0.027768319,VERDADERO,FALSO,FALSO
9716,MAPK4_+_48086820.23-P1P2|MAPK4_-_48086502.23-P1P2,-0.014611304,-0.000615928,0.007067673,-0.032192138,MAPK4,predicted,-0.007613616,-0.012562232,VERDADERO,FALSO,FALSO
14019,ZNF718_-_154974.23-ENST00000400172.3|ZNF718_+_155065.23-ENST00000400172.3,-0.015932436,0.000723588,0.004484895,-0.000255067,ZNF718,predicted,-0.007604424,0.002114914,VERDADERO,FALSO,FALSO
12353,HOXA6_+_27190488.23-P1P2|HOXA6_-_27190400.23-P1P2,-0.006919052,-0.008267716,-0.004501287,-0.009666518,HOXA6,predicted,-0.007593384,-0.007083903,VERDADERO,FALSO,FALSO
1596,MYO7B_+_128293297.23-P1P2|MYO7B_+_128293305.23-P1P2,-0.009500233,-0.005679087,0.029554275,-0.006126335,MYO7B,predicted,-0.00758966,0.01171397,FALSO,FALSO,FALSO
6957,HEATR6_+_58156195.23-P1P2|HEATR6_+_58156223.23-P1P2,-0.034188169,0.01902189,0.030596258,-0.006163344,HEATR6,predicted,-0.00758314,0.012216457,VERDADERO,FALSO,FALSO
7562,DPP9_-_4723794.23-P1|DPP9_-_4723791.23-P1,0.002927578,-0.018083618,0.00256647,-0.021284964,DPP9,empirical,-0.00757802,-0.009359247,VERDADERO,FALSO,FALSO
15837,GMDS_-_2245815.23-P1P2|GMDS_+_2245799.23-P1P2,0.013844763,-0.028988996,0.016147196,0.013318708,GMDS,predicted,-0.007572117,0.014732952,VERDADERO,FALSO,FALSO
5950,THUMPD2_+_40006352.23-P1P2|THUMPD2_+_40006369.23-P1P2,-0.008648955,-0.006490096,0.021160198,0.003375869,THUMPD2,predicted,-0.007569526,0.012268034,VERDADERO,FALSO,FALSO
11434,"RUNX1_-_36421348.23-ENST00000300305.3,ENST00000437180.1|RUNX1_+_36421517.23-ENST00000300305.3,ENST00000437180.1",-0.022974659,0.007843792,-0.007068931,-0.009584103,RUNX1,predicted,-0.007565434,-0.008326517,FALSO,FALSO,FALSO
17915,PPP2R5D_+_42952461.23-P1P2|PPP2R5D_-_42952305.23-P1P2,-0.005946585,-0.009171974,0.041530055,0.038263723,PPP2R5D,predicted,-0.00755928,0.039896889,FALSO,FALSO,FALSO
4804,TRAPPC6B_-_39639522.23-P1P2|TRAPPC6B_-_39639506.23-P1P2,-0.021892933,0.006784267,-0.003023554,-0.009103637,TRAPPC6B,predicted,-0.007554333,-0.006063596,VERDADERO,FALSO,FALSO
384,BCAS4_+_49411612.23-P1P2|BCAS4_-_49411577.23-P1P2,-0.013558642,-0.001542889,0.003278932,0.00887807,BCAS4,predicted,-0.007550765,0.006078501,VERDADERO,FALSO,FALSO
16521,ITGAM_+_31271344.23-P1P2|ITGAM_-_31271498.23-P1P2,-0.000484652,-0.014601166,-0.026682656,0.008377988,ITGAM,predicted,-0.007542909,-0.009152334,FALSO,FALSO,FALSO
5413,PPP1R14A_+_38746975.23-P1P2|PPP1R14A_+_38746782.23-P1P2,-0.010758766,-0.004323582,-0.028922605,0.028368089,PPP1R14A,predicted,-0.007541174,-0.000277258,VERDADERO,FALSO,FALSO
16491,HIVEP3_+_42384550.23-ENST00000372584.1|HIVEP3_-_42384343.23-ENST00000372584.1,-0.01532941,0.000252787,-0.021272612,0.02091558,HIVEP3,predicted,-0.007538311,-0.000178516,VERDADERO,FALSO,FALSO
6063,ANKRD23_-_97523606.23-P1|ANKRD23_+_97523642.23-P1,-0.010475351,-0.004597831,-0.028725594,0.017909162,ANKRD23,predicted,-0.007536591,-0.005408216,VERDADERO,FALSO,FALSO
10778,non-targeting_02825|non-targeting_00191,-0.003916882,-0.011140559,0.007796519,-0.016060485,non-targeting,negative_control,-0.00752872,-0.004131983,FALSO,FALSO,FALSO
9780,ZNF417_-_58427912.23-P1P2|ZNF417_+_58427933.23-P1P2,-0.017993158,0.002946515,0.005538069,-0.003072921,ZNF417,predicted,-0.007523322,0.001232574,VERDADERO,FALSO,FALSO
2967,non-targeting_01566|non-targeting_02202,-0.006971567,-0.008056257,-0.014050653,0.00742878,non-targeting,negative_control,-0.007513912,-0.003310936,FALSO,FALSO,FALSO
12414,CHMP4C_+_82644748.23-P1P2|CHMP4C_+_82644753.23-P1P2,0.003256555,-0.018257123,-0.023754239,-0.022868764,CHMP4C,predicted,-0.007500284,-0.023311501,VERDADERO,FALSO,FALSO
743,MAP7D1_-_36621760.23-P1P2|MAP7D1_-_36621832.23-P1P2,-0.004476377,-0.010522731,0.001383961,0.024249217,MAP7D1,predicted,-0.007499554,0.012816589,VERDADERO,FALSO,FALSO
9412,MOBP_-_39509181.23-P1P2|MOBP_+_39509173.23-P1P2,-0.011112718,-0.003882184,-0.017357742,-0.011129578,MOBP,predicted,-0.007497451,-0.01424366,FALSO,FALSO,FALSO
16098,ANKRD34B_+_79866043.23-P1|ANKRD34B_-_79866050.23-P1,0.001354343,-0.016345066,0.027754851,-0.007412804,ANKRD34B,predicted,-0.007495362,0.010171023,VERDADERO,FALSO,FALSO
7451,DUSP1_+_172198155.23-P1P2|DUSP1_+_172198052.23-P1P2,-0.005917306,-0.009049934,-0.0220747,-0.01740712,DUSP1,predicted,-0.00748362,-0.01974091,VERDADERO,FALSO,FALSO
3936,SCGB1A1_+_62186562.23-P1P2|SCGB1A1_+_62186589.23-P1P2,-0.001291731,-0.013634991,-0.010083724,0.026073195,SCGB1A1,predicted,-0.007463361,0.007994735,FALSO,FALSO,FALSO
665,BCAM_-_45312393.23-P1P2|BCAM_+_45312387.23-P1P2,-0.008711823,-0.006204305,0.016666015,-0.006900454,BCAM,predicted,-0.007458064,0.00488278,VERDADERO,FALSO,FALSO
19219,TUBB4B_-_140137625.23-P2|TUBB4B_-_140137749.23-P2,0.01543253,-0.030327678,0.018474744,0.014198153,TUBB4B,predicted,-0.007447574,0.016336448,VERDADERO,FALSO,FALSO
6039,"RASA4_+_102257144.23-ENST00000262940.7,ENST00000449970.2|RASA4_+_102257208.23-ENST00000262940.7,ENST00000449970.2",-0.008621255,-0.006262309,0.033896031,0.026650097,RASA4,predicted,-0.007441782,0.030273064,VERDADERO,FALSO,FALSO
11838,ARHGEF25_+_58005227.23-P1P2|ARHGEF25_-_58005266.23-P1P2,-0.006546979,-0.008334389,-0.036778109,0.006031355,ARHGEF25,predicted,-0.007440684,-0.015373377,VERDADERO,FALSO,FALSO
4433,ITLN2_-_160924607.23-P1|ITLN2_+_160924531.23-P1,0.006237874,-0.021118728,-0.022210786,-0.017997848,ITLN2,predicted,-0.007440427,-0.020104317,FALSO,FALSO,FALSO
12283,HKDC1_-_70980134.23-P1P2|HKDC1_-_70980107.23-P1P2,0.006259306,-0.021139106,-0.021823888,-0.006922724,HKDC1,predicted,-0.0074399,-0.014373306,FALSO,FALSO,FALSO
881,CACNG4_-_64960881.23-P1P2|CACNG4_+_64960835.23-P1P2,0.00156148,-0.01643643,-0.020334129,-0.003011973,CACNG4,predicted,-0.007437475,-0.011673051,VERDADERO,FALSO,FALSO
4870,C9orf170_+_89763681.23-P1P2|C9orf170_+_89763505.23-P1P2,-0.001669582,-0.013192036,-0.029491672,0.001058862,C9orf170,predicted,-0.007430809,-0.014216405,VERDADERO,FALSO,FALSO
1248,INPP4B_-_143326342.23-P1|INPP4B_+_143326357.23-P1,-0.003243171,-0.011593958,0.00157886,0.008721528,INPP4B,predicted,-0.007418564,0.005150194,VERDADERO,FALSO,FALSO
7367,FBXO25_+_356962.23-P1P2|FBXO25_-_357272.23-P1P2,-0.013123922,-0.001693198,0.01075057,-0.013390394,FBXO25,predicted,-0.00740856,-0.001319912,VERDADERO,FALSO,FALSO
10534,LYPLA2_+_24117726.23-P1P2|LYPLA2_-_24117658.23-P1P2,0.00390296,-0.018716855,-0.006088419,0.028904806,LYPLA2,predicted,-0.007406947,0.011408193,VERDADERO,FALSO,FALSO
11872,HACL1_+_15643057.23-P1P2|HACL1_-_15643016.23-P1P2,-0.032514759,0.017700892,0.011740511,0.012482507,HACL1,predicted,-0.007406933,0.012111509,VERDADERO,FALSO,FALSO
13814,UGT2A2_-_70518921.23-P1P2|UGT2A2_-_70518493.23-P1P2,-0.022465769,0.00766057,-0.01800917,0.020018317,UGT2A2,predicted,-0.007402599,0.001004574,FALSO,FALSO,FALSO
1659,BCL2L14_-_12224084.23-P1|BCL2L14_+_12223913.23-P1,0.002370759,-0.01717316,0.021035096,0.008433031,BCL2L14,predicted,-0.007401201,0.014734063,FALSO,FALSO,FALSO
10625,SYT7_+_61348498.23-P1P2|SYT7_+_61348501.23-P1P2,-0.004997472,-0.009803329,0.027648359,0.024655132,SYT7,predicted,-0.0074004,0.026151745,VERDADERO,FALSO,FALSO
16774,YPEL1_-_22090031.23-P1P2|YPEL1_-_22090026.23-P1P2,-0.012894551,-0.001900957,-0.033396275,0.002889794,YPEL1,predicted,-0.007397754,-0.01525324,VERDADERO,FALSO,FALSO
13178,RRAGD_+_90121893.23-P1P2|RRAGD_-_90121972.23-P1P2,-0.010708294,-0.004085367,0.014923313,0.012670168,RRAGD,predicted,-0.007396831,0.013796741,VERDADERO,FALSO,FALSO
14168,TRUB1_-_116698030.23-P1P2|TRUB1_-_116698001.23-P1P2,-0.014700578,-7.49222E-05,-0.04686292,-0.016833196,TRUB1,predicted,-0.00738775,-0.031848058,VERDADERO,FALSO,FALSO
8400,C3orf56_-_126911967.23-P1P2|C3orf56_+_126911988.23-P1P2,-0.014024641,-0.000740043,0.022062289,0.024314364,C3orf56,predicted,-0.007382342,0.023188326,FALSO,FALSO,FALSO
6066,OR8A1_+_124439905.23-ENST00000284287.3|OR8A1_+_124439943.23-ENST00000284287.3,-0.008770183,-0.005975105,0.011908527,0.034719437,OR8A1,predicted,-0.007372644,0.023313982,FALSO,FALSO,FALSO
8650,KRTAP27-1_-_31709968.23-ENST00000382835.2|KRTAP27-1_+_31709915.23-ENST00000382835.2,0.007951352,-0.022680934,-0.034122381,0.000550108,KRTAP27-1,predicted,-0.007364791,-0.016786136,FALSO,FALSO,FALSO
3736,DCP1A_+_53381520.23-P1P2|DCP1A_+_53381537.23-P1P2,0.006138905,-0.02086676,0.022530833,-0.009543151,DCP1A,empirical,-0.007363928,0.006493841,VERDADERO,FALSO,FALSO
11381,RBP1_-_139258440.23-P1P2|RBP1_+_139258429.23-P1P2,-0.008080093,-0.006640975,0.009396148,0.005372302,RBP1,predicted,-0.007360534,0.007384225,VERDADERO,FALSO,FALSO
11504,ZNF585B_+_37701409.23-P1P2|ZNF585B_-_37701366.23-P1P2,-0.009686555,-0.005028224,-0.015407175,-0.017222443,ZNF585B,predicted,-0.007357389,-0.016314809,FALSO,FALSO,FALSO
18865,C3orf84_+_49229011.23-P1P2|C3orf84_+_49229237.23-P1P2,-0.056384219,0.041676624,0.001796253,-0.039209377,C3orf84,predicted,-0.007353798,-0.018706562,FALSO,FALSO,FALSO
14263,non-targeting_03232|non-targeting_02566,-0.021049024,0.006343596,0.024956394,0.012110277,non-targeting,negative_control,-0.007352714,0.018533336,FALSO,FALSO,FALSO
12695,CCS_-_66360735.23-P1P2|CCS_-_66361089.23-P1P2,-0.020726785,0.006025228,0.003211606,-0.016488282,CCS,empirical,-0.007350778,-0.006638338,VERDADERO,FALSO,FALSO
10663,KCNK2_-_215256119.23-P1P2|KCNK2_-_215256113.23-P1P2,-0.01027496,-0.004418081,0.048393831,-0.016317447,KCNK2,predicted,-0.007346521,0.016038192,VERDADERO,FALSO,FALSO
16489,NKX6-3_+_41508301.23-P1P2|NKX6-3_+_41508291.23-P1P2,-0.018018722,0.003329917,0.006888304,0.06995447,NKX6-3,predicted,-0.007344403,0.038421387,VERDADERO,FALSO,FALSO
5250,MRGPRF_+_68780694.23-P1P2|MRGPRF_+_68780449.23-P1P2,-0.006293149,-0.008394364,-0.013328756,0.014722615,MRGPRF,predicted,-0.007343756,0.000696929,VERDADERO,FALSO,FALSO
20091,PGM5_+_70971835.23-P1P2|PGM5_-_70971855.23-P1P2,8.25245E-05,-0.014758321,-0.073553204,-0.027501171,PGM5,predicted,-0.007337898,-0.050527187,VERDADERO,FALSO,FALSO
6401,GCC2_-_109065695.23-P1P2|GCC2_-_109065665.23-P1P2,0.005537976,-0.020201387,-0.027999638,-0.033671536,GCC2,predicted,-0.007331705,-0.030835587,VERDADERO,FALSO,FALSO
7897,SLC38A3_-_50242750.23-P1P2|SLC38A3_-_50242741.23-P1P2,0.015588476,-0.030250993,0.037266694,0.00715076,SLC38A3,predicted,-0.007331258,0.022208727,VERDADERO,FALSO,FALSO
15366,AP3M1_+_75910607.23-P1P2|AP3M1_+_75910525.23-P1P2,0.008082967,-0.022719211,-0.001406219,0.00790954,AP3M1,predicted,-0.007318122,0.003251661,VERDADERO,FALSO,FALSO
11022,TMEM2_+_74383413.23-P1P2|TMEM2_+_74383386.23-P1P2,-0.004126167,-0.010506404,-0.006276312,0.006438194,TMEM2,predicted,-0.007316285,8.09407E-05,VERDADERO,FALSO,FALSO
10623,NCALD_-_103137003.23-ENST00000395923.1|NCALD_+_103136778.23-ENST00000395923.1,0.000690944,-0.01531939,-0.011779966,0.005372302,NCALD,predicted,-0.007314223,-0.003203832,VERDADERO,FALSO,FALSO
19078,TTC18_+_75118480.23-P1P2|TTC18_-_75118390.23-P1P2,0.002753153,-0.017377991,-0.025188587,-0.002608564,TTC18,predicted,-0.007312419,-0.013898575,VERDADERO,FALSO,FALSO
623,SYNPO2_+_119810081.23-ENST00000307142.4|SYNPO2_+_119809982.23-ENST00000307142.4,-0.008230544,-0.006381165,0.015327447,0.021545275,SYNPO2,predicted,-0.007305854,0.018436361,FALSO,FALSO,FALSO
1688,TMEM14B_+_10748085.23-P1P2|TMEM14B_+_10748047.23-P1P2,0.0142713,-0.028876825,0.019300968,0.016562821,TMEM14B,predicted,-0.007302763,0.017931894,VERDADERO,FALSO,FALSO
7998,SRSF5_-_70233906.23-P1P2|SRSF5_-_70233873.23-P1P2,-0.025936587,0.011364329,-0.005701883,0.017922374,SRSF5,predicted,-0.007286129,0.006110246,VERDADERO,FALSO,FALSO
20097,PCDHGB4_-_140767369.23-P1P2|PCDHGB4_-_140767346.23-P1P2,-0.033931945,0.019366179,0.050366912,0.001769015,PCDHGB4,predicted,-0.007282883,0.026067963,VERDADERO,FALSO,FALSO
2083,IQUB_+_123174606.23-P1P2|IQUB_+_123174615.23-P1P2,-0.005060999,-0.009498515,-0.020372065,0.010490331,IQUB,predicted,-0.007279757,-0.004940867,VERDADERO,FALSO,FALSO
5504,MYL3_+_46923639.23-P2|MYL3_-_46923614.23-P2,0.003535241,-0.018089822,0.029891331,0.004707005,MYL3,predicted,-0.00727729,0.017299168,VERDADERO,FALSO,FALSO
3837,MID1_-_10588465.23-P1P2|MID1_+_10588563.23-P1P2,-0.00742543,-0.00712145,-0.016615076,-0.012119763,MID1,predicted,-0.00727344,-0.014367419,VERDADERO,FALSO,FALSO
2341,WNT7B_+_46368371.23-P2|WNT7B_+_46368389.23-P2,-0.011375489,-0.003168893,0.01024741,-0.003673639,WNT7B,predicted,-0.007272191,0.003286885,VERDADERO,FALSO,FALSO
2079,non-targeting_03486|non-targeting_01723,-0.014168132,-0.00037049,-0.007303214,0.006443066,non-targeting,negative_control,-0.007269311,-0.000430074,FALSO,FALSO,FALSO
12395,TMCO1_+_165738067.23-P1P2|TMCO1_+_165738082.23-P1P2,-0.021425069,0.006899036,0.017628736,-0.023811893,TMCO1,predicted,-0.007263017,-0.003091579,VERDADERO,FALSO,FALSO
3897,SCAND1_+_34542199.23-P1P2|SCAND1_-_34542391.23-P1P2,0.00378614,-0.018294658,0.007008579,-0.011026804,SCAND1,predicted,-0.007254259,-0.002009112,VERDADERO,FALSO,FALSO
4735,SIAE_-_124543567.23-P1P2|SIAE_-_124543594.23-P1P2,0.014033646,-0.028540789,-0.02011662,-0.044307887,SIAE,predicted,-0.007253572,-0.032212254,VERDADERO,FALSO,FALSO
